Borough,DOF Gross Floor Area,Largest Property Use Type,Largest Property Use Type - Gross Floor Area (ft²),Year Built,Number of Buildings - Self-reported,Occupancy,Metered Areas (Energy),Metered Areas  (Water),ENERGY STAR Score,Site EUI (kBtu/ft²),Weather Normalized Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Weather Normalized Source EUI (kBtu/ft²),Natural Gas Use (kBtu),Weather Normalized Site Natural Gas Use (therms),Electricity Use - Grid Purchase (kBtu),Weather Normalized Site Electricity (kWh),Total GHG Emissions (Metric Tons CO2e),Direct GHG Emissions (Metric Tons CO2e),Indirect GHG Emissions (Metric Tons CO2e),Property GFA - Self-Reported (ft²),Water Use (All Water Sources) (kgal),Water Intensity (All Water Sources) (gal/ft²),Source EUI (kBtu/ft²),Water Required?
Brooklyn,559464,Multifamily Housing,558085,1979,1,100,Whole Building,Whole Building,36,106.5,111.5,8.5,0.8,177.5,45410337.1,488733.2,17572943.5,5009513,4042.7,2412,1630.8,591358,64554.3,109.16,173.9,Yes
Brooklyn,78000,K-12 School,86580,1990,1,100,Whole Building,Not Available,36,84.2,83.4,10,0.5,159.2,4254100.1,42541,3039542.1,869347.7,508,226,282.1,86580,3565.2,41.18,161.8,No
Brooklyn,125000,K-12 School,138570,1908,1,100,Whole Building,Not Available,80,39.1,40.4,8,0.1,99.1,1659000.1,18280.9,3763511.4,1103022,437.4,88.1,349.3,138570,Not Available,Not Available,97.9,Yes
Brooklyn,51796,Multifamily Housing,51796,1927,1,100,Whole Building,Whole Building,14,91.9,97.2,7.8,0.7,157.9,3334699.8,36477.7,1425062.8,405722.2,309.4,177.1,132.2,51796,4391.8,84.79,154,Yes
Brooklyn,76524,Multifamily Housing,76514,1931,1,100,Whole Building,Not Available,55,90.9,95.9,5,0.7,136,5019492.8,54349.2,1338971.6,381846.3,436.1,311.8,124.3,76514,5717.5,74.72,131.8,No
Brooklyn,86125,Senior Care Community,100479,1978,1,100,Whole Building,Whole Building,67,155.4,162.4,5.7,1.4,211,13606400.6,143698.7,2007174.2,570398.4,909,722.7,186.3,100479,7113.2,70.79,204.9,Yes
Brooklyn,114734,Multifamily Housing,102000,2000,1,100,Whole Building,Whole Building,100,41.5,45.5,2.1,0.4,62.8,3504295.9,39038.7,723705.9,214918,253.3,186.1,67.2,102000,7775,76.23,58.4,Yes
Brooklyn,200632,Multifamily Housing,237419,1998,29,95,Whole Building,Whole Building,89,56.4,Not Available,Not Available,0.4,Not Available,7898500.1,84562.9,Not Available,Not Available,419.5,419.5,Not Available,237419,Not Available,Not Available,107.6,Yes
Brooklyn,52318,Multifamily Housing,37370,2001,1,90,Whole Building,Whole Building,Not Available,45.3,47.5,4.7,0.3,83.3,1496500,16076.5,818594.9,239916.4,155.5,79.5,76,51118,Not Available,Not Available,81,No
Brooklyn,81700,Other,92000,1950,1,100,Whole Building,Whole Building,Not Available,35.1,35.1,8.1,0.1,94.3,706148.8,7061.5,2527268.4,740699.9,272,37.5,234.5,92000,Not Available,Not Available,94.3,No
Brooklyn,56635,Hotel,56635,1959,1,75,Whole Building,Whole Building,100,10.2,10.5,3.1,Not Available,32.9,Not Available,Not Available,577173.3,173849.8,53.6,0,53.6,56635,2574.1,45.45,32,Yes
Brooklyn,128756,Multifamily Housing,64150,2008,1,95,Whole Building,Not Available,29,71.2,70.8,7.4,0.5,127.4,2913399.8,29134,1654781.2,477179.4,308.3,154.7,153.6,64150,3312.4,51.63,128.7,No
Brooklyn,124127,Multifamily Housing,54400,2008,1,90,Whole Building,Not Available,66,58.6,58.3,5.3,0.4,98.9,2186999.8,21870,1001146.1,288010.3,209.1,116.2,92.9,54400,Not Available,Not Available,100,Yes
Brooklyn,51770,Multifamily Housing,51770,2007,1,100,Whole Building,Whole Building,14,118.7,118.3,10.8,0.8,201.2,4217900.1,42179,1929041.4,559022.3,403,224,179,51770,2070.5,39.99,202.5,Yes
Brooklyn,111517,K-12 School,125000,2013,1,95,Whole Building,Not Available,91,45.1,Not Available,6.1,0.2,Not Available,3034599.9,30346,2587880.9,758464.4,402.9,162.7,240.2,125000,Not Available,Not Available,90.7,No
Brooklyn,90000,K-12 School,99900,1959,1,100,Whole Building,Not Available,93,49.7,Not Available,3.9,0.4,Not Available,3365899.8,38444.3,1325418.7,388457.9,322.3,199.3,123,99900,Not Available,Not Available,79.8,No
Brooklyn,72500,Hotel,55543,1901,1,90,Whole Building,Whole Building,21,229.9,236.5,27.8,1.4,446.8,7419466,78591,5350561.6,1546025.2,890.6,394.1,496.5,55543,5506.1,99.13,442.7,Yes
Brooklyn,135575,Multifamily Housing,135575,2008,1,100,Whole Building,Whole Building,36,66.6,70.3,7.9,0.4,130.3,5205199.8,58689.6,3821304.1,1073556.6,631.1,276.5,354.6,135575,4474.8,33.01,128.8,No
Brooklyn,363204,Multifamily Housing,337394,2012,1,100,Whole Building,Whole Building,47,62,64,9.6,0.3,135.9,9647192.5,104867.3,11260625.2,3251256.1,1557.4,512.4,1045,337394,10005.8,29.66,134.8,No
Brooklyn,131215,Multifamily Housing,131215,1928,3,100,Whole Building,Not Available,100,2.1,2.1,0.6,Not Available,6.7,Not Available,Not Available,270512.9,81840.8,25.1,0,25.1,131215,Not Available,Not Available,6.5,Yes
Brooklyn,51803,Multifamily Housing,64423,1900,1,100,Whole Building,Whole Building,98,43.8,45.1,7.8,0.2,102.9,1066022,11934,1753733.9,501790.5,219.4,56.6,162.7,64423,2068.8,32.11,102.9,No
Brooklyn,94200,Multifamily Housing,90260,2007,1,100,Whole Building,Whole Building,36,73.2,75.7,11.6,0.4,161.9,3019325.6,32710.5,3588808.7,1043335.3,493.4,160.4,333,90260,4228.9,46.85,160,Yes
Brooklyn,146912,Multifamily Housing,140398,2009,1,95,Whole Building,Whole Building,49,62.5,63.1,8,0.4,123.6,4818536.8,50128.5,3952546.7,1128823.3,622.7,255.9,366.8,140398,4669.3,33.26,124.4,No
Brooklyn,105510,Non-Refrigerated Warehouse,167000,1955,1,100,Whole Building,Not Available,Not Available,9.1,10.1,0.6,0.1,15,1265555,14270.3,374440.7,112610.6,102,67.2,34.7,180000,30.5,0.17,13.9,Yes
Brooklyn,241764,Multifamily Housing,213864,2012,1,100,Whole Building,Whole Building,69,59.8,62.9,6.4,0.4,111.8,8225500.3,90590.8,4999509.4,1418386.4,900.8,436.9,464,220989,5772.6,26.12,110.1,Yes
Brooklyn,59982,Multifamily Housing,59982,1900,1,100,Whole Building,Not Available,100,18.6,18.6,5.5,0,58.5,0,0,1117720,327585,103.7,0,103.7,59982,1346.5,22.45,58.5,Yes
Brooklyn,60697,Multifamily Housing,63731,2007,1,100,Whole Building,Whole Building,64,34.1,33.2,8,0.1,92,378800,3788,1796749,509982.7,186.9,20.1,166.7,63731,2053.4,32.22,94.8,Yes
Brooklyn,60755,Multifamily Housing,72906,2007,1,100,Whole Building,Whole Building,100,4,4,0.7,0,9.3,109400,1094,180812,52841.2,22.6,5.8,16.8,72906,1686.9,23.14,9.4,Yes
Brooklyn,55000,Non-Refrigerated Warehouse,58050,1920,1,100,Whole Building,Whole Building,88,12.1,11.9,2.9,0,32.9,125800,1258,575836.4,165750.4,60.1,6.7,53.4,58050,260.7,4.49,33.4,Yes
Brooklyn,64650,Multifamily Housing,77580,2007,1,100,Whole Building,Whole Building,100,20.8,22.7,1.5,0.2,34.8,1203400,13515.2,414025.7,119312.4,102.3,63.9,38.4,77580,2509.8,32.35,33,No
Brooklyn,79075,Multifamily Housing,61700,2011,1,100,Whole Building,Not Available,67,46.9,47.2,9.6,0.1,118.1,870630,8925.7,2021877.9,592578.4,233.9,46.2,187.6,61700,4246.7,68.83,117.7,No
Brooklyn,632007,Multifamily Housing,268010,2007,1,100,Whole Building,Not Available,37,67.2,70.5,8.7,0.4,136.1,9784500.1,109556.7,8225770.3,2329775.5,1283.1,519.7,763.3,268010,Not Available,Not Available,134.7,Yes
Brooklyn,632007,Multifamily Housing,365596,2007,1,100,Whole Building,Not Available,31,76.1,80,10.4,0.4,157.9,14757698.7,163136,13068832.2,3788375.5,1996.6,783.9,1212.8,365596,12910.6,35.31,154.6,No
Brooklyn,522607,Multifamily Housing,522607,2012,1,100,Whole Building,Not Available,60,85.8,85.3,4.3,0.7,120.1,36902897.4,369029,7936803.6,2243164.2,2696.6,1960.1,736.5,522607,9754.4,18.66,121.8,No
Brooklyn,206621,Multifamily Housing,214885,2007,1,100,Whole Building,Not Available,26,70.8,73.5,10.3,0.4,150.7,7554286,82396,7659487.3,2215423.6,1112,401.2,710.8,214885,Not Available,Not Available,148.8,No
Brooklyn,172738,Multifamily Housing,150000,2007,1,100,Whole Building,Whole Building,17,82.9,86.8,10.7,0.5,167.2,6977681.8,75676.3,5455919.2,1599038.3,876.9,370.6,506.3,150000,3325.7,22.17,163.1,No
Brooklyn,280164,Multifamily Housing,163667,2009,1,100,Whole Building,Not Available,8,102.7,105.3,17.5,0.5,235.3,7141999.6,79313.7,10692990.7,3037429.8,1371.7,379.3,992.3,173672,Not Available,Not Available,236.5,Yes
Brooklyn,54000,Multifamily Housing,54000,1910,1,100,Whole Building,Whole Building,89,39.9,Not Available,Not Available,Not Available,Not Available,1030883.3,Not Available,1662543.7,Not Available,209,54.8,154.3,67500,2600,38.52,93.4,No
Brooklyn,246069,Multifamily Housing,258370,2012,1,100,Whole Building,Not Available,53,57.9,59.8,7.5,0.3,116.6,8050599.8,87892.3,6905109.8,1950198.1,1068.4,427.6,640.8,258370,Not Available,Not Available,116.6,Yes
Brooklyn,71720,Multifamily Housing,74720,2012,1,100,Whole Building,Not Available,6,69.4,69.4,17.8,0.1,199.8,645600.1,6456,4537611.9,1329897.8,455.4,34.3,421.1,74720,Not Available,Not Available,199.8,No
Brooklyn,68300,Multifamily Housing,51225,1928,1,100,Whole Building,Whole Building,Not Available,49.7,Not Available,Not Available,Not Available,Not Available,1886645.1,Not Available,2128659.7,Not Available,297.7,100.2,197.5,80744,3073.9,38.07,107.3,Yes
Brooklyn,204466,Multifamily Housing,193407,2010,1,100,Whole Building,Whole Building,66,54.3,56.4,6.4,0.3,105,6794337.1,73465.3,4752496.8,1365295.4,801.9,360.9,441,212777,4471.2,21.01,103.7,No
Brooklyn,175604,Multifamily Housing,154000,1910,1,100,Whole Building,Not Available,97,45.3,47,6,0.3,92,4009400.2,43469.3,3374164.2,974645.9,526.1,213,313.1,163100,Not Available,Not Available,90.8,Yes
Brooklyn,125154,Multifamily Housing,114160,2015,1,100,Whole Building,Not Available,Not Available,18.7,18.7,4,0,48.5,644089,6440.9,1795356.7,526188.9,200.8,34.2,166.6,130160,4485.3,34.46,48.5,No
Brooklyn,122740,Manufacturing/Industrial Plant,47400,1973,1,90,Whole Building,Whole Building,Not Available,194.4,194.4,22.5,1.2,364.8,5570500,55705,3644763.7,1068219,634.1,295.9,338.2,47400,Not Available,Not Available,364.8,Yes
Brooklyn,150082,Retail Store,189697,2013,2,95,Whole Building,Not Available,Not Available,41.5,40.7,10.3,0.1,116.3,1477282.3,14772.8,9703986,2779339.1,979,78.5,900.5,269290,Not Available,Not Available,118.9,No
Brooklyn,139901,Multifamily Housing,159887,2009,1,100,Whole Building,Whole Building,60,65.9,69,8.5,0.4,133.1,5762300.2,63924.8,4769066,1360210.6,748.6,306.1,442.6,159887,4311.8,26.97,131.5,No
Brooklyn,67530,Multifamily Housing,63107,2009,1,100,Whole Building,Not Available,24,70.1,72.8,9,0.4,140.6,2440599.9,26571.8,1982881.4,567722.7,313.6,129.6,184,63107,Not Available,Not Available,139.3,Yes
Brooklyn,104661,Multifamily Housing,104661,1907,2,100,Whole Building,Not Available,100,6.6,6.6,0.1,0.1,7.3,665500,6655,21710.6,6363,37.4,35.3,2,104661,Not Available,Not Available,7.3,Yes
Brooklyn,120582,Multifamily Housing,120582,1907,1,100,Whole Building,Whole Building,59,57.9,60.1,7.8,0.3,118.7,3682900.2,40469.1,3297913.6,939112,501.7,195.6,306,120582,3284.1,27.24,117.9,No
Brooklyn,56997,Multifamily Housing,56997,2005,1,100,Whole Building,Not Available,65,59.7,62.2,6.2,0.4,109.6,2165185,23403.5,1237805.5,353930.8,229.9,115,114.9,56997,Not Available,Not Available,108.1,Yes
Brooklyn,54698,Multifamily Housing,54698,2008,1,95,Whole Building,Whole Building,69,58.4,63.2,6.6,0.4,113.7,1945200.1,22174.9,1248049.7,363263.5,219.1,103.3,115.8,54698,1208.9,22.1,109,Yes
Brooklyn,74572,Other,74572,2014,1,100,Whole Building,Not Available,Not Available,111.3,113.9,2.6,1,138.3,7605700.1,78288.1,695552.1,195240.6,468.5,404,64.5,74572,Not Available,Not Available,136.4,Yes
Brooklyn,150000,Multifamily Housing,120130,1914,1,100,Whole Building,Whole Building,83,38.4,38.7,8,0.1,97.9,1558099.9,15581,3773676.2,1115268.5,433,82.8,350.2,138720,3688.8,26.59,97.2,No
Brooklyn,59983,Multifamily Housing,59983,2005,1,100,Whole Building,Whole Building,44,87.9,95.6,5.6,0.8,140.3,4123236,45841.7,1147832.1,336410.3,325.5,219,106.5,59983,3084.6,51.42,132.3,No
Brooklyn,80000,Multifamily Housing,92225,1929,1,100,Whole Building,Not Available,88,50.4,53.8,3.5,Not Available,79.9,Not Available,Not Available,1105225.2,325037.4,365.8,263.2,102.6,92225,2247.6,24.37,76.5,Yes
Brooklyn,71392,Multifamily Housing,72500,2005,1,85,Whole Building,Whole Building,64,50.5,53.6,7,0.3,106,1936457.4,21642.3,1724308.9,505366,262.9,102.9,160,72500,2580.8,35.6,102.7,Yes
Brooklyn,54528,Multifamily Housing,61318,1900,1,100,Whole Building,Whole Building,15,85.5,90.8,11.3,0.5,175.5,2887600.1,32113.2,2353740.9,689841.9,371.8,153.4,218.4,61318,2010,32.78,170,Yes
Brooklyn,108870,Multifamily Housing,108870,2013,1,100,Whole Building,Whole Building,99,38.4,40.9,3.7,0.3,68.9,2826299.8,30925.7,1356024.3,397427.9,276,150.1,125.8,108870,5273.2,48.44,66.4,No
Brooklyn,229075,Multifamily Housing,203426,2010,1,100,Whole Building,Not Available,99,36.6,38.4,3.9,0.3,68.5,4708532.1,50884.5,2733091.3,801023.1,503.7,250.1,253.6,203426,Not Available,Not Available,66.5,Yes
Brooklyn,107771,Multifamily Housing,108000,2012,1,100,Whole Building,Not Available,1,210.8,211,61.8,Not Available,662.4,Not Available,Not Available,22761085,6677335.3,2112.2,0,2112.2,108000,Not Available,Not Available,661.8,Yes
Brooklyn,364000,Manufacturing/Industrial Plant,360000,1868,1,100,Whole Building,Whole Building,Not Available,7.1,7.1,1.9,0,21.1,4571.4,45.7,2350185.7,688799.9,218.3,0.2,218.1,360000,924.6,2.57,21.1,Yes
Brooklyn,87277,Multifamily Housing,47277,1931,1,100,Whole Building,Whole Building,Not Available,22.9,22.2,6.5,Not Available,69.8,Not Available,Not Available,1997304.1,568574.3,185.3,0,185.3,87277,Not Available,Not Available,71.9,Yes
Brooklyn,208786,Multifamily Housing,250000,2015,1,100,Whole Building,Whole Building,72,56.3,60.8,5,0.4,99.8,9664920,109226.6,4414001.4,1257166.4,923,513.4,409.6,250000,9672.8,38.69,96,Yes
Brooklyn,235700,Non-Refrigerated Warehouse,235700,1925,1,100,Whole Building,Not Available,40,109.7,Not Available,Not Available,Not Available,Not Available,16341998.8,Not Available,9509379.1,Not Available,1750.5,868,882.5,235700,173.5,0.74,199.5,Yes
Brooklyn,96446,Multifamily Housing,96446,2016,1,100,Whole Building,Not Available,100,3.4,3.3,1,Not Available,10.3,Not Available,Not Available,328844.4,93060.7,30.5,0,30.5,96446,Not Available,Not Available,10.7,Yes
Brooklyn,77800,Senior Care Community,77800,1994,1,90,Whole Building,Not Available,86,90.1,95.3,4.1,0.8,129.5,5868551.9,63198.2,1143562.5,320938.2,417.8,311.7,106.1,77800,3221.9,41.41,125.4,Yes
Brooklyn,104200,Office,104200,1931,1,100,Whole Building,Not Available,100,31.2,34,4.5,0.2,67.9,1646119.1,19376.2,1604308,470195.7,236.3,87.4,148.9,104200,Not Available,Not Available,64.9,No
Brooklyn,107650,Multifamily Housing,60000,1931,1,100,Whole Building,Whole Building,Not Available,47,Not Available,Not Available,Not Available,Not Available,3531351.4,Not Available,1506696.5,Not Available,327.4,187.6,139.8,107300,3253.5,30.32,78.6,No
Brooklyn,116000,Self-Storage Facility,116000,1931,1,80,Whole Building,Not Available,Not Available,6.1,6.1,1.6,0,17.7,90400,904,622827.4,182540.2,62.6,4.8,57.8,116000,Not Available,Not Available,17.7,Yes
Brooklyn,154436,Non-Refrigerated Warehouse,123740,1971,2,100,Whole Building,Whole Building,Not Available,43.6,43.6,2.5,0.4,63.6,4335450,43354.5,1057668.8,309985,328.4,230.3,98.2,123740,273.8,2.21,63.6,No
Brooklyn,103000,Manufacturing/Industrial Plant,103000,1975,1,100,Whole Building,Not Available,Not Available,11,12.4,0,0.1,13.4,1116400,12635.6,17135.1,5022,60.9,59.3,1.6,103000,Not Available,Not Available,11.9,Yes
Brooklyn,81110,Multifamily Housing,81110,1930,1,100,Whole Building,Not Available,67,89,Not Available,4.4,0.6,Not Available,5105792.4,51057.9,1251249.1,354330.5,452,335.9,116.1,81110,7239.5,89.26,125.2,Yes
Brooklyn,64740,Other,65000,1931,1,100,Whole Building,Whole Building,Not Available,62.4,68.9,5.4,0.1,109.1,597200,6603.6,1194336.5,350040,312.9,202.1,110.8,65000,Not Available,Not Available,102.5,Yes
Brooklyn,113700,Other,123648,1931,1,95,Whole Building,Whole Building,Not Available,19.2,Not Available,Not Available,Not Available,Not Available,366623.6,Not Available,130377.9,Not Available,173.3,161.2,12.1,123648,1980.2,16.01,21.8,Yes
Brooklyn,210670,Multifamily Housing,212000,1931,1,100,Whole Building,Not Available,63,38.6,38.6,11.3,Not Available,121.3,Not Available,Not Available,8188799.6,2399999.6,759.9,0,759.9,212000,Not Available,Not Available,121.3,No
Brooklyn,395000,Other,422397,1931,7,100,Whole Building,Not Available,Not Available,18.4,19.3,3.8,0.1,47.2,2272999.8,26883.8,5502412.8,1597180.8,631.4,120.7,510.6,422397,Not Available,Not Available,46.6,Yes
Brooklyn,55500,Distribution Center,107000,1960,1,100,Whole Building,Not Available,Not Available,21.2,23.5,2.6,0.1,43.4,1330299.9,16067.4,1006403.5,287955.6,164.1,70.7,93.4,110000,629.2,5.72,41.4,Yes
Brooklyn,55629,Non-Refrigerated Warehouse,55629,1931,1,100,Whole Building,Not Available,15,61,67.5,8.4,0.4,130.7,1802042.9,21637.6,1591629.7,466479.9,243.4,95.7,147.7,55629,2.3,0.04,123.9,No
Brooklyn,80000,Manufacturing/Industrial Plant,80000,1963,1,100,Whole Building,Whole Building,Not Available,15.5,15.5,3.4,0,40.4,156998.5,1570,917691.5,271249.4,93.5,8.3,85.2,80000,1211.8,15.15,40.2,Yes
Brooklyn,58152,Office,57500,1970,1,100,Whole Building,Not Available,99,19,17.2,5,Not Available,54,Not Available,Not Available,1094586.7,289668.5,101.6,0,101.6,57500,Not Available,Not Available,59.8,No
Brooklyn,57238,Office,52088,1913,1,100,Whole Building,Whole Building,95,23.7,23.7,6.9,Not Available,74.4,Not Available,Not Available,1233880.1,361629.5,114.5,0,114.5,52088,2799.7,53.75,74.4,Yes
Brooklyn,106471,Distribution Center,79720,1968,1,100,Whole Building,Whole Building,84,38.7,43,3.4,0.3,69.6,2787019.1,32305.9,1208772.6,354270.9,260.2,148,112.2,103220,206.8,2,65.1,No
Brooklyn,80585,Distribution Center,80620,1983,1,100,Whole Building,Not Available,50,31,31.6,7.4,0.1,86.3,452290.3,5042.3,2046561.3,599812.7,213.9,24,189.9,80620,Not Available,Not Available,85.6,Yes
Brooklyn,86140,Non-Refrigerated Warehouse,82000,1987,1,100,Whole Building,Not Available,9,48.3,Not Available,Not Available,Not Available,Not Available,1952170.1,Not Available,2005710,Not Available,289.8,103.7,186.1,82000,Not Available,Not Available,101.8,Yes
Brooklyn,228879,Distribution Center,208255,1951,1,100,Whole Building,Whole Building,53,53.7,57.9,8.7,0.3,123,5583200,65563.7,6925142,2029642.8,939.2,296.6,642.7,232811,151.4,0.65,118.6,No
Brooklyn,89555,Multifamily Housing,45070,2007,1,100,Whole Building,Whole Building,25,109.5,115.8,8.6,0.9,183.1,4124108.7,45352.8,1625785.1,453137.4,369.9,219.1,150.9,52522,1827.1,34.79,179.6,No
Brooklyn,55337,Multifamily Housing,54031,2008,1,100,Whole Building,Whole Building,35,79.8,84.1,8.4,0.6,148,2725802.1,30001.6,1587678.5,452374.3,292.1,144.8,147.3,54031,3818.4,70.67,145.2,No
Brooklyn,85152,Multifamily Housing,92152,2008,1,95,Whole Building,Whole Building,99,31.7,Not Available,Not Available,Not Available,Not Available,1874678,Not Available,1043813.3,Not Available,196.4,99.6,96.9,92152,Not Available,Not Available,56.9,No
Brooklyn,51554,Multifamily Housing,58919,2006,1,100,Whole Building,Whole Building,8,77.2,79.2,12.8,0.4,174.5,1909141.8,20893.4,2640027.8,754827.7,346.4,101.4,245,58919,2235.9,37.95,174.7,No
Brooklyn,104514,Multifamily Housing,104514,2011,1,95,Whole Building,Whole Building,39,54.1,56.9,10.7,0.2,135.8,1819000,21473.4,3835913.7,1114186.1,452.6,96.6,356,104514,3649,34.91,133.5,Yes
Brooklyn,186779,Multifamily Housing,140000,2014,1,50,Whole Building,Not Available,28,63.7,64.5,13.5,0.2,164.3,2555846.6,25558.5,6366486.3,1896253.5,726.6,135.8,590.8,140000,6416.3,45.83,162,Yes
Brooklyn,119598,Multifamily Housing,117635,2013,1,95,Whole Building,Whole Building,60,48.7,51.6,8.5,0.2,115,2319300.3,26512.4,3414517.6,1003241.9,440.1,123.2,316.9,117635,3509.9,29.84,111.8,Yes
Brooklyn,66800,Multifamily Housing,66800,1991,1,90,Whole Building,Whole Building,49,72.5,75.6,5.6,0.6,119.4,3565899.9,37698.2,1280142.6,375188.3,308.2,189.4,118.8,66800,5544.4,83,116.2,No
Brooklyn,52963,Other,43959,1918,1,100,Whole Building,Whole Building,Not Available,30.7,31.7,7.8,0,89.2,210760.2,2626.8,1416828.2,415248.5,142.7,11.2,131.5,52963,279.8,5.28,88.2,Yes
Brooklyn,61811,Multifamily Housing,56900,2004,1,90,Whole Building,Not Available,1,869265,939329,9.9,9393,986366,49459193300,534458968.8,1983655.6,563239.6,2627199.1,2627015,184.1,56900,2547.9,44.78,912801.1,
Brooklyn,103921,Multifamily Housing,68938,2007,1,100,Whole Building,Not Available,5,117.4,120.9,10.9,0.8,204.5,5470021.7,57823,2620715.4,748899.4,533.7,290.5,243.2,68938,3572.5,51.82,202.7,Yes
Brooklyn,55053,Multifamily Housing,55053,2008,1,100,Whole Building,Not Available,37,56.2,59.2,7.9,0.3,118.6,1606299.8,17714,1486251.6,435595.4,223.2,85.3,137.9,55053,Not Available,Not Available,115.4,No
Brooklyn,89500,Distribution Center,134250,1938,1,100,Whole Building,Not Available,63,22.8,23.4,5.3,0.1,62.3,633000,7141.7,2424737.8,710649.9,258.6,33.6,225,134250,Not Available,Not Available,61.7,Yes
Brooklyn,58000,Non-Refrigerated Warehouse,35617,1960,1,100,Whole Building,Whole Building,Not Available,45.8,45.8,2,0.4,62.5,2685300,26853,479656.6,140579.3,187.1,142.6,44.5,69174,180.8,2.61,62.5,No
Brooklyn,51450,Manufacturing/Industrial Plant,77175,1950,1,100,Whole Building,Not Available,Not Available,19,20,4,0.1,49.6,414100,4916.8,1054505.2,309057.8,119.9,22,97.9,77175,Not Available,Not Available,48.5,Yes
Brooklyn,151824,Multifamily Housing,149324,1930,1,90,Whole Building,Whole Building,Not Available,79.7,85.9,5.7,0.7,130.5,9166998.9,101189.7,2928440.4,858276.7,758.7,486.9,271.8,151824,10358.3,68.23,124,Yes
Brooklyn,172395,Non-Refrigerated Warehouse,172390,1900,1,100,Whole Building,Not Available,36,62.1,62.1,5.4,0.4,104.1,7501063.7,75010.6,3205298.1,939419,695.9,398.4,297.5,172390,1422.8,8.25,104.1,Yes
Brooklyn,60000,Refrigerated Warehouse,70000,1959,1,100,Whole Building,Whole Building,41,108.1,109.3,20,0.4,257.1,2734009.8,28868.7,4831215.8,1396645.2,593.6,145.2,448.3,70000,505.7,7.22,257.7,No
Brooklyn,78985,Multifamily Housing,157970,1957,1,100,Whole Building,Not Available,Not Available,28.2,30.2,1.8,0.2,44.4,3482899.7,38152,977289,281277.8,275.7,185,90.7,157970,Not Available,Not Available,42.6,Yes
Brooklyn,80060,Non-Refrigerated Warehouse,80060,1970,1,100,Whole Building,Not Available,99,8.1,9.2,1.1,0.1,17.2,390733.4,4501.3,257583.3,84264.9,44.7,20.8,23.9,80060,0,0,15.2,Yes
Brooklyn,83600,Non-Refrigerated Warehouse,104500,1971,1,100,Whole Building,Whole Building,57,52.2,58,2.3,0.5,77.1,4659204.8,52458.9,790674.2,238186.2,320.8,247.5,73.4,104500,Not Available,Not Available,70.6,No
Brooklyn,113000,Refrigerated Warehouse,120000,1952,1,100,Whole Building,Whole Building,94,40.7,40.7,5.1,0.2,79,2808500.1,28085,2078590.4,609199.9,342.1,149.2,192.9,120000,249.1,2.08,79,Yes
Brooklyn,51400,Non-Refrigerated Warehouse,51400,1957,1,90,Whole Building,Not Available,57,52.2,63.9,4.5,0.5,99.3,1921500.1,24939.6,763372,231962.2,172.9,102.1,70.8,51400,Not Available,Not Available,85.9,Yes
Brooklyn,85000,Non-Refrigerated Warehouse,72400,1967,1,100,Whole Building,Whole Building,66,25.3,26,6.7,0,74.8,223500,2892.8,1984678.5,581675.9,196,11.9,184.2,87400,967.3,11.07,74,Yes
Brooklyn,100000,Other,102250,1962,1,100,Whole Building,Whole Building,Not Available,89.9,89.9,6.1,0.7,137.7,7069100.2,70691,2119629.9,621227.9,572.2,375.5,196.7,102250,Not Available,Not Available,137.7,Yes
Brooklyn,89830,Manufacturing/Industrial Plant,78719,1919,1,30,Whole Building,Not Available,Not Available,31.1,32.4,6,0.1,76.5,851000,9547.1,1599061.3,468658,193.6,45.2,148.4,78719,97.2,1.24,75.1,No
Brooklyn,102000,Distribution Center,97000,1958,1,100,Whole Building,Whole Building,23,89.4,101.7,4.7,0.9,140.3,7478866.6,87351.9,1635075.9,479213.3,549,397.2,151.7,102000,30151.3,295.6,127.3,No
Brooklyn,74100,Non-Refrigerated Warehouse,81361,1948,1,100,Whole Building,Whole Building,54,37.9,37.9,4.5,0.2,71.8,1841500.1,18415,1244001.5,364596,213.3,97.8,115.4,81361,305.2,3.75,71.8,No
Brooklyn,99700,Non-Refrigerated Warehouse,100000,1928,1,100,Whole Building,Not Available,100,6,Not Available,Not Available,Not Available,Not Available,603251.8,Not Available,Not Available,Not Available,32,32,0,100000,Not Available,Not Available,6.3,Yes
Brooklyn,57310,Non-Refrigerated Warehouse,59125,1916,1,100,Whole Building,Whole Building,Not Available,9.8,10.4,1.7,0,22.8,273333.3,3153.7,381638,111851.7,49.9,14.5,35.4,67125,Not Available,Not Available,22.1,Yes
Brooklyn,56856,Manufacturing/Industrial Plant,54500,1931,1,5,Whole Building,Not Available,Not Available,9.8,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,532832.8,Not Available,49.4,0,49.4,54500,Not Available,Not Available,30.7,No
Brooklyn,67125,Office,64000,1940,1,100,Whole Building,Whole Building,98,40.8,43.8,5,0.3,81.8,1534266.7,17270.2,1107444.8,324573.5,184.3,81.5,102.8,64700,Not Available,Not Available,78.6,No
Brooklyn,56448,Office,62000,1931,1,100,Whole Building,Whole Building,100,15.4,Not Available,Not Available,Not Available,Not Available,592381.6,Not Available,363946.3,Not Available,65.2,31.5,33.8,62000,Not Available,Not Available,28.5,Yes
