"","Borough","DOF.Gross.Floor.Area","Primary.Property.Type...Self.Selected","Largest.Property.Use.Type","Largest.Property.Use.Type...Gross.Floor.Area..ft..","Year.Built","Number.of.Buildings...Self.reported","Occupancy","Metered.Areas...Water.","Score","Site.EUI..kBtu.ft..","Weather.Normalized.Site.EUI..kBtu.ft..","Weather.Normalized.Site.Electricity.Intensity..kWh.ft..","Weather.Normalized.Site.Natural.Gas.Intensity..therms.ft..","Weather.Normalized.Source.EUI..kBtu.ft..","Natural.Gas.Use..kBtu.","Weather.Normalized.Site.Natural.Gas.Use..therms.","Electricity.Use...Grid.Purchase..kBtu.","Weather.Normalized.Site.Electricity..kWh.","Total.GHG.Emissions..Metric.Tons.CO2e.","Direct.GHG.Emissions..Metric.Tons.CO2e.","Indirect.GHG.Emissions..Metric.Tons.CO2e.","Property.GFA...Self.Reported..ft..","Water.Use..All.Water.Sources...kgal.","Water.Intensity..All.Water.Sources...gal.ft..","Source.EUI..kBtu.ft..","Water.Required.","building_type"
"5382","Manhattan",87600,"Multifamily Housing","Multifamily Housing",90188,1981,1,100,"WholeBuilding",100,54.4,57.8,2.2,0.5,76.1,4254603.2,45529.9,655350.2,194633.6,286.8,226,60.8,90188,NA,NA,72.4,"Yes","MultiFamilyHousing"
"5384","Manhattan",88356,"Multifamily Housing","Multifamily Housing",88400,1925,1,100,"WholeBuilding",71,66.2,70.7,4.2,0.6,104.3,4537203.4,49735,1313642,373508.6,362.9,241,121.9,88400,8839.3,99.99,100.6,"Yes","MultiFamilyHousing"
"5385","Manhattan",68454,"Multifamily Housing","Multifamily Housing",78233,1925,1,100,"WholeBuilding",93,59.6,59.1,3.8,0.5,89.4,3604063.9,36040.6,1055865.3,299334.3,289.4,191.4,98,78233,10291,131.54,90.8,"Yes","MultiFamilyHousing"
"5386","Manhattan",64212,"Multifamily Housing","Multifamily Housing",77438,1925,1,100,"WholeBuilding",88,49.5,49,5.3,0.3,89.4,2545971.5,25459.7,1538531.7,438871.4,278,135.2,142.8,82500,NA,NA,91,"Yes","MultiFamilyHousing"
"5391","Manhattan",104400,"Multifamily Housing","Multifamily Housing",106215,1939,1,100,"WholeBuilding",19,102.3,NA,NA,NA,NA,431022.5,NA,1477147.2,NA,834.7,697.6,137.1,106215,NA,NA,133.1,"Yes","MultiFamilyHousing"
"5393","Manhattan",55340,"Multifamily Housing","Multifamily Housing",51527,1927,1,100,"WholeBuilding",35,142.2,147.9,7.6,1.2,209.7,6366857.6,67473.3,1502354.5,422008.2,477.6,338.2,139.4,55340,NA,NA,206,"Yes","MultiFamilyHousing"
"5394","Manhattan",57428,"Multifamily Housing","Multifamily Housing",57248,1930,1,100,"Other",8,136.8,136.1,5.1,0.1,175,434520.1,4345.2,1038476.9,292710.8,598.6,502.3,96.4,57248,11613.4,202.86,177.1,"Yes","MultiFamilyHousing"
"5395","Manhattan",54430,"Multifamily Housing","Multifamily Housing",54430,1900,1,100,"WholeBuilding",58,105.9,113.6,0.6,0.1,119.6,372115.2,3815.7,114473.9,34195.5,427.7,417.1,10.6,54430,4118.7,75.67,111.7,"Yes","MultiFamilyHousing"
"5397","Manhattan",68670,"Multifamily Housing","Multifamily Housing",68670,1928,1,100,"WholeBuilding",9,119.8,126.2,4.7,0.4,163.2,2975988.1,29759.9,1148759.8,321488.9,569.2,462.6,106.6,68670,11518.9,167.74,158.4,"Yes","MultiFamilyHousing"
"5399","Manhattan",74934,"Multifamily Housing","Multifamily Housing",74924,1925,1,100,"WholeBuilding",60,82.4,82.4,5,0.7,122.6,4884409.6,48844.1,1290967.9,378361,379.2,259.4,119.8,74924,5887.8,78.58,122.6,"Yes","MultiFamilyHousing"
"5403","Manhattan",136060,"Multifamily Housing","Multifamily Housing",80498,1928,1,100,"Other",78,94.5,100.8,4.5,0.8,137.8,9789190.9,106760.5,2058252.8,586465.5,746.8,555.8,191,130498,NA,NA,132,"Yes","MultiFamilyHousing"
"5404","Manhattan",72743,"Multifamily Housing","Multifamily Housing",70510,1925,1,100,"Other",17,166.3,NA,NA,NA,NA,2585735.1,NA,2437152,NA,931,704.8,226.2,75510,NA,NA,238.1,"Yes","MultiFamilyHousing"
"5405","Manhattan",53521,"Multifamily Housing","Multifamily Housing",53521,1925,1,100,"WholeBuilding",22,121,NA,NA,NA,NA,256132.7,NA,1172466,NA,497.1,388.3,108.8,53521,NA,NA,169.1,"Yes","MultiFamilyHousing"
"5406","Manhattan",56370,"Multifamily Housing","Multifamily Housing",59189,1930,1,100,"WholeBuilding",3,41.9,41.2,4.4,0.3,74.7,1546506.2,15465.1,932437.1,261069.2,168.7,82.1,86.5,59189,4349.5,73.49,76.9,"Yes","MultiFamilyHousing"
"5407","Manhattan",58260,"Multifamily Housing","Multifamily Housing",58260,1925,1,100,"Other",18,128.4,134.3,7.1,0.1,188.1,853538.7,8535.4,1478902.9,416071.7,570.4,433.1,137.2,58260,NA,NA,184.4,"Yes","MultiFamilyHousing"
"5408","Manhattan",62964,"Multifamily Housing","Multifamily Housing",62964,1952,1,100,"WholeBuilding",55,85.7,NA,NA,NA,NA,4467392.3,NA,926964.2,NA,323.3,237.3,86,62964,2183.6,34.68,120.7,"Yes","MultiFamilyHousing"
"5409","Manhattan",158247,"Multifamily Housing","Multifamily Housing",143247,1929,1,100,"Other",36,132.1,NA,NA,NA,NA,1548269.7,NA,3488437.5,NA,1600.6,1276.9,323.7,158247,NA,NA,180.8,"Yes","MultiFamilyHousing"
"5410","Manhattan",61302,"Multifamily Housing","Multifamily Housing",61292,1931,1,100,"Other",80,87.9,87.5,4.8,0.6,125.4,3450947.9,34509.5,1021572.9,292571.8,347.1,252.3,94.8,61292,NA,NA,126.5,"Yes","MultiFamilyHousing"
"5412","Manhattan",62263,"Multifamily Housing","Multifamily Housing",62263,1925,1,100,"WholeBuilding",88,70.7,75.2,3.7,0.6,105.3,3597040.1,39021.3,803676.1,229393.3,265.6,191.1,74.6,62263,1968.9,31.62,101.2,"Yes","MultiFamilyHousing"
"5414","Manhattan",107085,"Multifamily Housing","Multifamily Housing",94500,1932,1,100,"Other",98,25.7,24.8,7.1,0,76.6,69189.8,691.9,2628383.4,743469.4,247.6,3.7,243.9,105000,5835.6,55.58,79.3,"Yes","MultiFamilyHousing"
"5415","Manhattan",74338,"Multifamily Housing","Multifamily Housing",74938,1937,1,100,"WholeBuilding",58,95.2,NA,NA,NA,NA,232365.1,NA,908688.3,NA,548.1,463.8,84.3,74938,2767.5,36.93,122.1,"No","MultiFamilyHousing"
"5417","Manhattan",79440,"Multifamily Housing","Multifamily Housing",92680,1937,1,100,"WholeBuilding",23,90.7,89.8,4.4,0.7,125.9,6919463.9,69194.6,1486497.1,411285.5,505.5,367.5,137.9,92680,2989.1,32.25,128.8,"Yes","MultiFamilyHousing"
"5419","Manhattan",80808,"Multifamily Housing","Multifamily Housing",94276,1925,1,100,"Other",3,13.6,13.1,2.5,0,31.9,414800,4215,864829.5,239631.4,102.3,22,80.3,94276,NA,NA,33.4,"Yes","MultiFamilyHousing"
"5420","Manhattan",107106,"Multifamily Housing","Multifamily Housing",115106,1924,2,100,"WholeBuilding",99,56.9,59.3,3.3,0.1,84.3,665384.9,6698.1,1362166.2,383203.2,501.9,375.5,126.4,115106,7275.8,63.21,82.9,"No","MultiFamilyHousing"
"5421","Manhattan",87400,"Multifamily Housing","Multifamily Housing",87400,1939,1,100,"WholeBuilding",95,63.4,66,3.2,0,90,211921.1,2156.5,1002355.6,279394.4,425.2,332.2,93,87400,2780.5,31.81,88.5,"Yes","MultiFamilyHousing"
"5422","Manhattan",87400,"Multifamily Housing","Multifamily Housing",87400,1939,1,100,"WholeBuilding",50,92.1,96,5.2,0.2,135.5,1942706.9,19427.1,1541282.4,451724,584.7,441.7,143,87400,2936.1,33.59,131.4,"Yes","MultiFamilyHousing"
"5423","Manhattan",87400,"Multifamily Housing","Multifamily Housing",87400,1939,1,100,"WholeBuilding",89,68.9,73,3.6,0,100.2,229242.7,2326.2,1107337.7,317433.9,462.7,359.9,102.8,87400,3059.8,35.01,96.7,"Yes","MultiFamilyHousing"
"5424","Manhattan",85740,"Multifamily Housing","Multifamily Housing",85740,1939,1,100,"WholeBuilding",88,69.3,73,3.4,0,98.7,202634,2026.3,1049231.3,293048.8,455.9,358.5,97.4,85740,2925.6,34.12,96.1,"Yes","MultiFamilyHousing"
"5425","Manhattan",87400,"Multifamily Housing","Multifamily Housing",87400,1939,1,100,"WholeBuilding",89,72.7,72.2,3.2,0,96.2,217063.2,2170.6,989831.8,278425.1,485.1,393.2,91.9,87400,3139.6,35.92,97.6,"Yes","MultiFamilyHousing"
"5426","Manhattan",61380,"Multifamily Housing","Multifamily Housing",58000,1925,1,100,"WholeBuilding",99,32.1,32.1,6.5,0.1,80,637300,6373,1416860.4,415258,165.3,33.9,131.5,64000,NA,NA,80,"Yes","MultiFamilyHousing"
"5427","Manhattan",67734,"Multifamily Housing","Multifamily Housing",74875,1925,1,100,"Other",84,74.2,NA,3.7,0,NA,222259.3,2301.4,980264.3,280699.2,430.5,339.6,91,74875,4328.2,57.81,102.9,"No","MultiFamilyHousing"
"5428","Manhattan",62110,"Multifamily Housing","Multifamily Housing",62110,1951,1,100,"WholeBuilding",86,60.1,65.1,3.8,0,93.6,171558,1747.9,834199.9,236889.7,291.9,214.5,77.4,62110,1977.1,31.83,89.4,"No","MultiFamilyHousing"
"5429","Manhattan",70245,"Multifamily Housing","Multifamily Housing",70252,1956,1,100,"WholeBuilding",25,84,91.1,4,0,121.2,209400,2141.1,1013220.7,281762,457.2,363.2,94,70252,2210.8,31.47,115.6,"Yes","MultiFamilyHousing"
"5430","Manhattan",106983,"Multifamily Housing","Multifamily Housing",107000,1941,1,100,"Other",99,25.6,27.4,8,NA,86.1,NA,NA,2738205.7,860026.5,254.1,0,254.1,107000,2931.6,27.4,80.4,"No","MultiFamilyHousing"
"5432","Manhattan",63804,"Multifamily Housing","Multifamily Housing",63804,1939,1,100,"WholeBuilding",86,68.9,73.8,3.7,0,101.2,130100,1301,837857.5,233261.6,338.8,261.1,77.8,63804,2615.9,41,97.6,"Yes","MultiFamilyHousing"
"5433","Manhattan",63714,"Multifamily Housing","Multifamily Housing",68000,1927,1,100,"WholeBuilding",55,87.4,93,4.2,0.1,124.7,384100,3841,999234.9,285808.3,456.5,363.7,92.7,68000,44216.3,650.24,119.8,"No","MultiFamilyHousing"
"5434","Manhattan",50117,"Multifamily Housing","Multifamily Housing",51119,1937,1,100,"WholeBuilding",75,78,85.4,3.6,NA,112.7,NA,NA,651314.2,185737.6,307.9,247.4,60.4,51119,2686.3,52.55,105.9,"No","MultiFamilyHousing"
"5436","Manhattan",249390,"Hospital (General Medical & Surgical)","Hospital (General Medical & Surgical)",308789,1991,1,100,"WholeBuilding",47,237.1,241.2,31.9,1.3,481,38681044.1,406017.1,34319454.8,9865044.5,5255,2070.1,3184.8,308789,44855.4,145.26,481.2,"Yes","Others"
"5437","Manhattan",57796,"Multifamily Housing","Multifamily Housing",57796,1910,1,100,"Other",55,86.4,89.8,3.4,0,115.6,133525,1357.9,694194.6,196746.8,385.2,320.8,64.4,57796,2488,43.05,113,"No","MultiFamilyHousing"
"5440","Manhattan",70102,"Multifamily Housing","Multifamily Housing",72592,1920,1,100,"Other",45,112.6,112.6,4,0,142.8,303921,3039.2,985236,288756.1,626.1,534.6,91.4,72592,NA,NA,142.8,"Yes","MultiFamilyHousing"
"5442","Manhattan",53436,"Multifamily Housing","Multifamily Housing",53436,1925,1,100,"WholeBuilding",76,86.8,93,3.6,0.8,123.4,3944745.6,43106.9,693302.5,192981.8,273.9,209.5,64.3,53436,NA,NA,118.3,"No","MultiFamilyHousing"
"5444","Manhattan",50754,"Multifamily Housing","Multifamily Housing",50754,1926,1,100,"WholeBuilding",76,87.3,93.2,3.9,0.8,125.4,3729681.1,40637.2,702927.8,195668.1,263.3,198.1,65.2,50754,NA,NA,120.6,"Yes","MultiFamilyHousing"
"5446","Manhattan",82272,"Multifamily Housing","Multifamily Housing",82222,1935,1,100,"WholeBuilding",92,62.7,67.1,3.8,0,95.6,189324.2,1911.9,1090911.6,313721.5,403.3,302.1,101.2,82222,2833.2,34.46,91.7,"No","MultiFamilyHousing"
"5448","Manhattan",65489,"Multifamily Housing","Multifamily Housing",71892,1938,1,100,"Other",75,77.9,NA,3.8,0,NA,242965.2,2456.7,954802.7,270657.1,428.4,339.8,88.6,71892,3319.9,46.18,107.1,"No","MultiFamilyHousing"
"5449","Manhattan",127255,"Multifamily Housing","Multifamily Housing",104250,1920,1,100,"WholeBuilding",86,97,95,3.7,NA,122.9,NA,NA,1370411.9,386393.3,775.7,648.6,127.2,104250,5915,56.74,125.9,"Yes","MultiFamilyHousing"
"5450","Manhattan",90298,"Multifamily Housing","Multifamily Housing",95000,1937,1,100,"Other",71,80.2,86.3,3.7,0.7,117.1,6382212.2,69883.1,1240106.5,353322.3,454.1,339,115.1,95000,NA,NA,111.5,"Yes","MultiFamilyHousing"
"5451","Manhattan",68592,"Multifamily Housing","Multifamily Housing",80024,1930,1,100,"WholeBuilding",3,14.1,13.7,3.2,0,37,224500,2271.9,899863.8,254453.7,95.4,11.9,83.5,80024,3829.2,47.85,38.3,"Yes","MultiFamilyHousing"
"5452","Manhattan",55296,"Multifamily Housing","Multifamily Housing",62796,1953,1,100,"Other",51,87.7,87.4,3.6,0,114.8,146281.8,1490.4,799172.9,228414.5,425.4,351.3,74.2,62796,2626,41.82,115.8,"Yes","MultiFamilyHousing"
"5454","Manhattan",50066,"Multifamily Housing","Multifamily Housing",55673,1926,1,100,"WholeBuilding",62,80.8,NA,4.3,0,NA,103309.1,1033.1,819555,240197.8,346.7,270.7,76.1,55673,2581.8,46.37,113,"No","MultiFamilyHousing"
"5455","Manhattan",78130,"Multifamily Housing","Multifamily Housing",78100,1966,1,100,"WholeBuilding",81,73.5,76.6,3.3,0,101.7,193645.5,1936.5,947643.4,260430,444.2,356.3,87.9,78100,2777.4,35.56,100.1,"No","MultiFamilyHousing"
"5456","Bronx",98000,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",98000,1967,1,100,"Other",1,86.4,87.5,20.8,0.2,240.6,1407370.2,16073.7,7055951,2042860,729.5,74.8,654.8,98000,NA,NA,241.2,"Yes","Others"
"5461","Bronx",104334,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",104334,1913,1,100,"WholeBuilding",3,11.9,NA,0.6,0,NA,34.4,0.3,229389.9,67230.3,97.1,75.8,21.3,104334,62.8,0.6,16.7,"Yes","Others"
"5463","Bronx",131490,"Multifamily Housing","Multifamily Housing",135435,1972,1,100,"Other",17,76.7,76.9,6.8,0.5,129.3,7190411.7,72699.5,3203607,922177.2,679.2,381.9,297.3,135435,NA,NA,130,"No","MultiFamilyHousing"
"5464","Bronx",145936,"Multifamily Housing","Multifamily Housing",145936,1910,1,100,"Other",30,110.1,110.1,4.7,0.9,149.5,13706199.9,137062,2364161.1,692895.9,947.4,728,219.4,145936,76437.4,523.77,149.5,"No","MultiFamilyHousing"
"5469","Bronx",69828,"Multifamily Housing","Multifamily Housing",69394,1905,1,100,"WholeBuilding",10,109.8,117.2,5.9,1,165,6207249.6,67437.7,1412284.7,407495.3,460.8,329.7,131.1,69394,5430.7,78.26,157.8,"Yes","MultiFamilyHousing"
"5470","Bronx",101555,"Office","Office",69000,1969,1,100,"WholeBuilding",3,40.2,NA,NA,NA,NA,1448777.9,NA,310232.9,NA,243.4,214.6,28.8,89311,NA,NA,48.6,"Yes","Office"
"5471","Bronx",91998,"Multifamily Housing","Multifamily Housing",92998,1887,1,100,"Other",52,76.9,81.7,5.3,0.6,123.5,5472620.2,59215,1678743.9,492011.6,446.5,290.7,155.8,92998,7648.1,82.24,118.5,"Yes","MultiFamilyHousing"
"5472","Bronx",177094,"Office","Office",177094,1931,1,100,"Other",63,82.7,84.1,17.3,0.3,211.8,4018949.7,44319,10633469.6,3066446.8,1200.2,213.5,986.8,177094,NA,NA,212.4,"Yes","Office"
"5474","Bronx",476038,"Multifamily Housing","Multifamily Housing",490319,2009,1,100,"Other",100,51.9,54,1.8,0.5,69.8,22369731.7,233903.4,3077111.8,901849.8,1473.7,1188.2,285.6,490319,32956.9,67.22,67.6,"Yes","MultiFamilyHousing"
"5475","Bronx",60000,"Office","Office",42500,1920,1,100,"Other",74,65.8,70.2,9.5,0.4,141.4,1845765.7,21247.4,1854515.5,533625.2,270.1,98,172.1,56212,335,5.96,138.1,"Yes","Office"
"5477","Bronx",82946,"Office","Office",80400,1931,1,100,"WholeBuilding",89,61.6,65.3,7.6,0.4,123,2605086.9,30033.9,2262791.2,637687.6,368.4,158.4,210,83400,896.3,10.75,121.3,"Yes","Office"
"5478","Bronx",89275,"Multifamily Housing","Multifamily Housing",90000,1920,1,100,"Other",72,45.3,48.2,7.1,0.2,101,1903100.3,21612.5,2173089.1,636895.9,302.7,101.1,201.7,90000,NA,NA,98,"Yes","MultiFamilyHousing"
"5482","Bronx",53250,"Office","Office",62125,1931,1,100,"WholeBuilding",99,29,NA,NA,NA,NA,225982.6,NA,1833648.7,NA,182.2,12,170.2,71000,1088.6,15.33,84.4,"Yes","Office"
"5483","Bronx",75952,"Office","Office",75592,1908,1,100,"Other",90,113.4,121,19.1,0.1,261.4,482559.2,6011.7,5046917.1,1445219.8,719.7,251.3,468.4,75592,NA,NA,257,"Yes","Office"
"5484","Bronx",72532,"Office","Office",68886,1931,1,100,"WholeBuilding",53,96.9,99.6,17.8,0,230.3,2023.3,22.9,4601191.9,1318193.5,616.7,189.7,427,73886,1688,22.85,230.5,"No","Office"
"5485","Bronx",547382,"Multifamily Housing","Multifamily Housing",574751,1974,1,100,"Other",13,96.3,96.3,18.4,0.3,232.2,19317499.5,193175,36047098.9,10564799.1,4371.2,1026,3345.2,574751,NA,NA,232.2,"No","MultiFamilyHousing"
"5486","Bronx",100762,"Distribution Center","Distribution Center",104000,1926,1,100,"WholeBuilding",1,163.9,168.2,39.2,0.3,455.7,2594100.2,30502,13899710.1,4073771.5,1458.4,168.5,1289.9,104000,890.9,8.57,451.2,"No","Others"
"5490","Bronx",115500,"Multifamily Housing","Multifamily Housing",112400,1930,1,100,"WholeBuilding",60,73.7,78.3,6.1,0.1,123.9,1022736.4,10227.4,2456366.5,706109.7,656.1,428.1,228,115500,4763.5,41.24,120.1,"Yes","MultiFamilyHousing"
"5492","Bronx",395000,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",410000,2000,1,100,"WholeBuilding",100,7.1,7.2,2.1,NA,22.7,NA,NA,2896180.6,867468.9,268.8,0,268.8,410000,2895,7.06,22.2,"Yes","Others"
"5496","Bronx",246902,"Multifamily Housing","Multifamily Housing",285833,2012,1,100,"WholeBuilding",100,46.4,50,2.9,0.4,73.1,10391491.5,114512,2872767.7,841960,818.5,551.9,266.6,291333,14081.3,48.33,69.3,"Yes","MultiFamilyHousing"
"5497","Bronx",254780,"Multifamily Housing","Multifamily Housing",264971,1993,1,100,"Other",6,98.2,104.6,5.5,0.9,149.3,20895417.4,227113.7,5115616.3,1466376.5,1584.6,1109.9,474.7,264971,NA,NA,143.4,"Yes","MultiFamilyHousing"
"5498","Bronx",115368,"Retail Store","Retail Store",177000,1937,1,90,"Other",3,6.7,6.7,1.1,0,14.6,553255,5532.6,635279.5,186189.8,88.3,29.4,59,177000,NA,NA,14.6,"Yes","Others"
"5501","Bronx",119770,"Multifamily Housing","Multifamily Housing",110651,2009,1,100,"WholeBuilding",19,82.6,86,10.5,0.5,165.4,5167486.4,55397.1,3974844.2,1164960,643.3,274.5,368.9,110651,7391,66.8,161.8,"No","MultiFamilyHousing"
"5502","Bronx",79529,"Multifamily Housing","Multifamily Housing",84301,2006,1,100,"WholeBuilding",26,75.3,79.7,7,0.6,133.5,4340476.6,47120.1,2007255.9,588293,416.8,230.5,186.3,84301,3592.3,42.61,128.8,"Yes","MultiFamilyHousing"
"5504","Bronx",105857,"Multifamily Housing","Multifamily Housing",109032,2009,1,100,"Other",78,62.8,66.6,3.8,0.5,96.9,5440366.9,58483,1410258.8,413323.2,419.8,289,130.9,109032,6303.1,57.81,93,"Yes","MultiFamilyHousing"
"5505","Bronx",129164,"Multifamily Housing","Multifamily Housing",133038,2008,1,100,"Other",67,61.8,65,4.9,0.5,103.5,5932783.2,63951.4,2282476.4,658368.2,526.9,315.1,211.8,133038,5555.4,41.76,100.7,"Yes","MultiFamilyHousing"
"5506","Bronx",111173,"Multifamily Housing","Multifamily Housing",114508,2008,1,100,"Other",51,67.9,71.5,5.6,0.5,115.4,5542566.4,59852.9,2238131.5,646657.2,502.1,294.4,207.7,114508,902.4,7.88,112.2,"No","MultiFamilyHousing"
"5507","Bronx",149664,"Multifamily Housing","Multifamily Housing",154153,2008,1,100,"Other",62,67.1,69.5,5.3,0.5,110.8,7476533.6,79126.8,2866788.4,818661.5,663.2,397.1,266,154153,1101.7,7.15,109.3,"Yes","MultiFamilyHousing"
"5508","Bronx",117206,"Multifamily Housing","Multifamily Housing",120000,2003,1,100,"Other",65,69.8,73.3,5.5,0.5,116.3,6118130,65421.8,2256436.1,661323.5,534.4,325,209.4,120,10060.2,83.84,112.6,"Yes","MultiFamilyHousing"
"5509","Bronx",105623,"Multifamily Housing","Multifamily Housing",107735,2014,1,100,"Other",94,47.4,49.9,4,0.4,81,3629597.3,39062,1474129.1,432042.5,329.6,192.8,136.8,107735,2762.6,25.64,78.3,"Yes","MultiFamilyHousing"
"5510","Bronx",55098,"Multifamily Housing","Multifamily Housing",66117,2007,1,100,"WholeBuilding",22,74.4,77.6,8.1,0.5,139,3080399.8,33148.1,1840241.7,532927.9,334.4,163.6,170.8,66117,4864.6,73.58,136.3,"Yes","MultiFamilyHousing"
"5511","Bronx",157733,"Multifamily Housing","Multifamily Housing",158773,2007,1,100,"Other",60,74.6,78.4,5.7,0.6,122.8,8769100.3,93692.5,3074407.5,901057.2,751.1,465.8,285.3,158773,12258.7,77.21,118.8,"Yes","MultiFamilyHousing"
"5512","Bronx",50411,"Multifamily Housing","Multifamily Housing",50411,2008,1,100,"WholeBuilding",98,63.1,NA,2.3,NA,NA,2776152.5,NA,403889.8,118373.3,184.9,147.5,37.5,50411,5575.5,110.6,83,"No","MultiFamilyHousing"
"5513","Bronx",144730,"Multifamily Housing","Multifamily Housing",144730,2000,1,100,"WholeBuilding",56,70.3,73.1,6,0.5,119.9,7136199.9,75969,3043875.8,875481,661.5,379,282.5,144730,11791.2,81.47,117.8,"Yes","MultiFamilyHousing"
"5514","Bronx",60910,"Office","Office",52971,1991,1,100,"Other",81,57.7,63.1,12.3,0.2,154.1,923453,11146.2,2134313.7,652749.1,247.1,49,198.1,52971,NA,NA,144.8,"No","Office"
"5515","Bronx",157652,"Multifamily Housing","Multifamily Housing",160652,2004,1,100,"Other",12,90.9,95.5,9.3,0.6,166.6,9509632.2,102453.1,5099068.4,1494451.3,978.3,505.1,473.2,160652,NA,NA,161.8,"Yes","MultiFamilyHousing"
"5516","Bronx",84552,"Multifamily Housing","Multifamily Housing",84552,2008,1,100,"Other",76,55.7,58.7,4.9,0.4,96.2,3285099.8,35608.1,1422313.3,410538.5,306.5,174.5,132,84552,NA,NA,93.6,"Yes","MultiFamilyHousing"
"5517","Bronx",69112,"Multifamily Housing","Multifamily Housing",71000,2007,1,100,"WholeBuilding",58,79.4,83.7,6.6,0.6,135,4039391.5,43450.8,1600598.1,469108.4,363.1,214.6,148.5,71000,6578.6,92.66,130.5,"Yes","MultiFamilyHousing"
"5518","Bronx",193564,"Multifamily Housing","Multifamily Housing",199370,2004,1,100,"WholeBuilding",33,73.4,76,6.9,0.5,129.2,9788407.9,104292.3,4852233.8,1382620.7,970.2,519.9,450.3,199370,18305.7,91.82,128,"Yes","MultiFamilyHousing"
"5519","Bronx",76000,"Multifamily Housing","Multifamily Housing",86857,2005,1,100,"WholeBuilding",59,72.9,78.1,5.1,0.6,118.6,4789175.7,52576,1542899.3,446218.3,397.6,254.4,143.2,86857,4499.5,51.8,113.7,"No","MultiFamilyHousing"
"5521","Bronx",152699,"Multifamily Housing","Multifamily Housing",149172,2002,1,100,"WholeBuilding",42,65.2,68,6.6,0.5,118.3,6288000.1,67817.4,3437136.2,983153.6,653,334,319,149172,NA,NA,116.6,"No","MultiFamilyHousing"
"5522","Bronx",106601,"Multifamily Housing","Multifamily Housing",107601,2005,1,100,"Other",55,91.9,96.3,6.1,0.8,144.4,7578414.6,81320,2306436.3,653073.4,616.6,402.5,214,107601,11673.1,108.48,141.3,"No","MultiFamilyHousing"
"5523","Bronx",83351,"Multifamily Housing","Multifamily Housing",84351,2006,1,100,"Other",48,92.1,97.1,7.4,0.7,154.9,5631230.2,60508.5,2137923.2,626589.4,497.5,299.1,198.4,84351,6477.8,76.8,149.7,"Yes","MultiFamilyHousing"
"5524","Bronx",126284,"Multifamily Housing","Multifamily Housing",127284,2004,1,100,"Other",42,99.3,104.9,5.4,0.9,148.7,10232163.4,110046.8,2401461.2,688222.5,766.3,543.5,222.9,127284,13725.3,107.83,143.7,"Yes","MultiFamilyHousing"
"5525","Bronx",69672,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",69672,1931,1,100,"Other",75,15.3,15.3,4.5,NA,48.1,NA,NA,1068142.9,313054.7,99.1,0,99.1,69672,NA,NA,48.1,"No","Others"
"5526","Bronx",62500,"Non-Refrigerated Warehouse","Non-Refrigerated Warehouse",62500,1931,1,100,"Other",87,8.7,9.5,0.9,0.1,16.7,342045.9,3966.9,199547.2,58483.9,36.7,18.2,18.5,62500,29.6,0.47,15.8,"No","Others"
"5527","Bronx",110544,"Multifamily Housing","Multifamily Housing",110544,2007,1,95,"WholeBuilding",76,66.1,68.8,5.1,0.5,108.9,5294066.9,56644.4,2008755.9,568681.5,467.6,281.2,186.4,110544,5636.9,50.99,107.3,"Yes","MultiFamilyHousing"
"5529","Bronx",76876,"Multifamily Housing","Multifamily Housing",70324,1920,2,100,"WholeBuilding",49,92.1,96.8,6.6,0.7,149.1,5311816.4,57019.9,1770257,510747.1,446.4,282.1,164.3,76876,9899.6,128.77,144.9,"No","MultiFamilyHousing"
"5530","Bronx",94824,"Multifamily Housing","Multifamily Housing",99362,2008,1,100,"Other",83,57.6,59.9,5.4,0.4,101.5,3846746.5,41206.6,1878038.7,537158.8,378.6,204.3,174.3,99362,NA,NA,100,"Yes","MultiFamilyHousing"
"5531","Bronx",66000,"Multifamily Housing","Multifamily Housing",66001,2003,1,100,"Other",91,92.3,99.1,4.6,0.8,137.2,5005728.4,54955.9,1083139.2,306665.1,366.4,265.9,100.5,66001,NA,NA,131.2,"Yes","MultiFamilyHousing"
"5532","Bronx",55039,"Multifamily Housing","Multifamily Housing",55039,2006,1,100,"WholeBuilding",28,78.5,83.2,7.4,0.6,140.2,2910286.9,31879.2,1411371.7,407702.2,285.6,154.6,131,55039,3613.8,65.66,136,"No","MultiFamilyHousing"
"5533","Bronx",97853,"Multifamily Housing","Multifamily Housing",88554,2010,1,100,"WholeBuilding",49,73.9,77.1,6.7,0.5,128.4,4805753.5,51757.1,2228462.5,634077.2,462.1,255.3,206.8,95227,4890.8,51.36,126.5,"No","MultiFamilyHousing"
"5534","Bronx",253348,"Multifamily Housing","Multifamily Housing",240000,2012,1,100,"WholeBuilding",82,64.8,68.7,5.3,0.5,109.7,11632399.4,126672.8,4576160.8,1318588.4,1042.5,617.9,424.7,250000,13675.9,54.7,106.3,"Yes","MultiFamilyHousing"
"5535","Bronx",190926,"Multifamily Housing","Multifamily Housing",196653,2005,1,100,"WholeBuilding",29,85.5,89.4,6,0.7,136.7,12724753.9,135555.4,4091671.7,1180533.1,1055.6,675.9,379.7,196653,9923.7,50.46,133.3,"Yes","MultiFamilyHousing"
